"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CDC123",1.09808193931375e-18,0.567175743374347,0.604,0.238,2.27621405200347e-14,"CD8 Proliferating","CDC123"
"ARHGDIA1",1.18384355283731e-18,0.686162562446981,0.879,0.547,2.45398930067647e-14,"CD8 Proliferating","ARHGDIA"
"TRBC212",1.30565075904895e-18,1.0336917974123,0.89,0.543,2.70648345843256e-14,"CD8 Proliferating","TRBC2"
"SYNE213",1.34448149197074e-18,1.04754892875995,0.846,0.471,2.78697568470615e-14,"CD8 Proliferating","SYNE2"
"SSBP33",1.47248573347366e-18,0.731562563639998,0.637,0.261,3.05231567691755e-14,"CD8 Proliferating","SSBP3"
"NDUFB74",1.52502458193788e-18,0.651587434673218,0.912,0.577,3.16122345589904e-14,"CD8 Proliferating","NDUFB7"
"MTCH2",1.77492132248924e-18,0.45188243884407,0.505,0.165,3.67923440938795e-14,"CD8 Proliferating","MTCH2"
"GUSB",1.8383115814253e-18,0.494506869230503,0.571,0.2,3.8106360771365e-14,"CD8 Proliferating","GUSB"
"PTBP1",2.02133500909957e-18,0.586836335342056,0.714,0.321,4.19002534036249e-14,"CD8 Proliferating","PTBP1"
"COX7A25",2.09858572045218e-18,0.690332563853187,0.945,0.793,4.35015833992533e-14,"CD8 Proliferating","COX7A2"
"MRPL28",2.25074020436881e-18,0.493580352522541,0.571,0.21,4.66555936963611e-14,"CD8 Proliferating","MRPL28"
"GZMM9",2.26305411401233e-18,0.734859493158386,0.802,0.374,4.69108487293617e-14,"CD8 Proliferating","GZMM"
"MT-ATP69",2.61928298053607e-18,0.622360887478777,1,1,5.42951169035323e-14,"CD8 Proliferating","MT-ATP6"
"PIN11",2.62970876201759e-18,0.562400513075208,0.703,0.32,5.45112329278627e-14,"CD8 Proliferating","PIN1"
"ACTN47",3.3084656022227e-18,0.659344093429413,0.791,0.418,6.85811834684744e-14,"CD8 Proliferating","ACTN4"
"HSPD12",3.60485720675093e-18,1.13453591435276,0.758,0.457,7.472508503874e-14,"CD8 Proliferating","HSPD1"
"NDUFB104",3.87397761432755e-18,0.679558099057343,0.868,0.584,8.03036819673957e-14,"CD8 Proliferating","NDUFB10"
"IKZF317",4.08823726036447e-18,0.686653801548771,0.725,0.332,8.4745070170095e-14,"CD8 Proliferating","IKZF3"
"PAXX11",4.15553168185088e-18,0.694198425415271,0.791,0.433,8.61400162330869e-14,"CD8 Proliferating","PAXX"
"DHX15",4.26161087596898e-18,0.576379487669088,0.538,0.2,8.8338931847961e-14,"CD8 Proliferating","DHX15"
"XPO11",4.99330983672229e-18,0.742736256531914,0.714,0.368,1.03506319605416e-13,"CD8 Proliferating","XPO1"
"RNASEH2C1",5.70935530194915e-18,0.594956163537409,0.747,0.361,1.18349226054104e-13,"CD8 Proliferating","RNASEH2C"
"TPM43",5.84664628528309e-18,0.921914484264162,0.791,0.434,1.21195130847633e-13,"CD8 Proliferating","TPM4"
"ABHD17A7",7.3442894546268e-18,0.733444910388438,0.879,0.548,1.52239776104959e-13,"CD8 Proliferating","ABHD17A"
"ODC14",8.42267200966181e-18,0.564510259095377,0.615,0.231,1.7459356808828e-13,"CD8 Proliferating","ODC1"
"NCL9",8.68296074269893e-18,0.922433748409741,0.978,0.883,1.79989093235406e-13,"CD8 Proliferating","NCL"
"ANAPC113",9.07990640590524e-18,0.615945832953213,0.802,0.441,1.8821737988801e-13,"CD8 Proliferating","ANAPC11"
"KLRD16",9.22608890468484e-18,0.50569942974435,0.681,0.23,1.91247596905212e-13,"CD8 Proliferating","KLRD1"
"ITGB19",1.15162993471927e-17,1.040156589713,0.879,0.593,2.38721369167957e-13,"CD8 Proliferating","ITGB1"
"SRSF102",1.17413704500036e-17,0.80468175860741,0.846,0.515,2.43386868058124e-13,"CD8 Proliferating","SRSF10"
"XRCC6",1.29676279209038e-17,0.625249087798044,0.868,0.524,2.68805959172414e-13,"CD8 Proliferating","XRCC6"
"CD64",1.67763293972328e-17,0.55526289529191,0.549,0.198,3.47756532075239e-13,"CD8 Proliferating","CD6"
"NTAN1",2.4328889180949e-17,0.448715799328814,0.516,0.176,5.04313543831892e-13,"CD8 Proliferating","NTAN1"
"MT-CO37",3.17795806928211e-17,0.748914955974997,1,1,6.58758928181489e-13,"CD8 Proliferating","MT-CO3"
"HMGXB4",3.52185137625011e-17,0.529825027641667,0.56,0.214,7.30044571782886e-13,"CD8 Proliferating","HMGXB4"
"PDAP1",3.95273415741918e-17,0.63529376920481,0.747,0.382,8.19362263491422e-13,"CD8 Proliferating","PDAP1"
"ACAA2",4.01930538864848e-17,0.513416661336934,0.538,0.204,8.33161814012943e-13,"CD8 Proliferating","ACAA2"
"DAZAP1",4.32783546718001e-17,0.559125480584942,0.615,0.274,8.97117013991744e-13,"CD8 Proliferating","DAZAP1"
"GTF3C62",4.3421932129544e-17,0.628326218684945,0.692,0.328,9.00093231113317e-13,"CD8 Proliferating","GTF3C6"
"PSMC5",4.40372664683251e-17,0.624250623318461,0.78,0.437,9.1284849662191e-13,"CD8 Proliferating","PSMC5"
"APOBEC3C3",5.04507164474942e-17,0.753411456704132,0.659,0.324,1.04579290124011e-12,"CD8 Proliferating","APOBEC3C"
"BUB33",6.05591669091269e-17,0.662635249680756,0.736,0.391,1.25533097085929e-12,"CD8 Proliferating","BUB3"
"CCT83",6.47160387272954e-17,0.685307993090686,0.802,0.467,1.34149876677811e-12,"CD8 Proliferating","CCT8"
"LSM52",6.67815368810636e-17,0.731054073575556,0.692,0.365,1.38431447800757e-12,"CD8 Proliferating","LSM5"
"ATP1B33",7.04312546957404e-17,0.689742916361322,0.681,0.34,1.459969478588e-12,"CD8 Proliferating","ATP1B3"
"MMADHC",8.36662662363451e-17,0.562067016292266,0.604,0.245,1.7343180328132e-12,"CD8 Proliferating","MMADHC"
"ATP5PF3",8.54692175459189e-17,0.72389481435164,0.89,0.635,1.77169141050935e-12,"CD8 Proliferating","ATP5PF"
"MANF1",9.00849047085388e-17,0.681490849891484,0.571,0.237,1.8673699897033e-12,"CD8 Proliferating","MANF"
"EIF5A2",9.97486274206676e-17,0.759359002030724,0.912,0.643,2.06768929780302e-12,"CD8 Proliferating","EIF5A"
"LSM75",1.00354584301126e-16,0.627253765411764,0.934,0.594,2.08025017797804e-12,"CD8 Proliferating","LSM7"
"HCFC1",1.02281528241941e-16,0.458269275729254,0.505,0.176,2.1201937989272e-12,"CD8 Proliferating","HCFC1"
"MT-CO28",1.19888135572876e-16,0.622558138202077,1,1,2.48516116229015e-12,"CD8 Proliferating","MT-CO2"
"MRPL23",1.21013766893608e-16,0.544305709351924,0.615,0.243,2.50849437393761e-12,"CD8 Proliferating","MRPL23"
"NDUFB24",1.22027514466615e-16,0.6559818604046,0.912,0.673,2.52950834737846e-12,"CD8 Proliferating","NDUFB2"
"RUNX310",1.26578948681826e-16,0.600996704213238,0.802,0.405,2.62385502722556e-12,"CD8 Proliferating","RUNX3"
"TAF151",1.27214245377881e-16,0.675013630717153,0.747,0.408,2.6370240924381e-12,"CD8 Proliferating","TAF15"
"OCIAD29",1.44895249815441e-16,0.558551571025602,0.67,0.299,3.00353363342428e-12,"CD8 Proliferating","OCIAD2"
"CCT6A1",1.67139115816983e-16,0.604942124339948,0.791,0.418,3.46462673177024e-12,"CD8 Proliferating","CCT6A"
"PSMD71",1.74791757636382e-16,0.526602269669731,0.802,0.411,3.62325834404457e-12,"CD8 Proliferating","PSMD7"
"NHP21",2.24608382382845e-16,0.663018183111773,0.703,0.341,4.655907158414e-12,"CD8 Proliferating","NHP2"
"NUCB28",2.3871079732923e-16,0.784960736734397,0.725,0.373,4.9482361178376e-12,"CD8 Proliferating","NUCB2"
"COX7B4",2.46846463287146e-16,0.706352038362479,0.912,0.695,5.11688033747926e-12,"CD8 Proliferating","COX7B"
"SRSF22",2.58117198715223e-16,0.691957135141111,0.89,0.615,5.35051141216785e-12,"CD8 Proliferating","SRSF2"
"HSPE17",3.71439307741128e-16,0.776698845177894,0.791,0.479,7.69956541016585e-12,"CD8 Proliferating","HSPE1"
"SUMO12",4.51370367317731e-16,0.5510292153109,0.846,0.502,9.35645634412924e-12,"CD8 Proliferating","SUMO1"
"PRDX14",4.58080163474214e-16,0.802933690510239,0.824,0.521,9.49554370865697e-12,"CD8 Proliferating","PRDX1"
"SRRT",4.97976696158377e-16,0.500023894311226,0.538,0.207,1.0322558934667e-11,"CD8 Proliferating","SRRT"
"UBB9",5.16887588910107e-16,0.614502210096102,1,0.873,1.07145628305176e-11,"CD8 Proliferating","UBB"
"MRPL521",5.41742854054314e-16,0.577246007919373,0.736,0.38,1.12297876216919e-11,"CD8 Proliferating","MRPL52"
"IMMT",5.51014360060827e-16,0.513374224667029,0.615,0.273,1.14219766697009e-11,"CD8 Proliferating","IMMT"
"NUP210",6.16116388105199e-16,0.629458477487312,0.593,0.243,1.27714766090327e-11,"CD8 Proliferating","NUP210"
"AES15",6.17822368495289e-16,0.615547264767774,0.989,0.798,1.28068398765388e-11,"CD8 Proliferating","AES"
"BLOC1S13",6.22727127505204e-16,0.666106223604803,0.879,0.604,1.29085106260554e-11,"CD8 Proliferating","BLOC1S1"
"ZCRB1",6.64935361786401e-16,0.576526483081274,0.604,0.281,1.37834451144703e-11,"CD8 Proliferating","ZCRB1"
"ZAP705",7.11310652325914e-16,0.57461856689174,0.604,0.243,1.47447585120639e-11,"CD8 Proliferating","ZAP70"
"NDUFB111",7.60351990603778e-16,0.594181650440756,0.967,0.7,1.57613364132257e-11,"CD8 Proliferating","NDUFB11"
"LAGE3",9.22055713219982e-16,0.469046139396548,0.538,0.204,1.9113292879337e-11,"CD8 Proliferating","LAGE3"
"LAT13",9.48353178588508e-16,0.573846003735272,0.67,0.317,1.96584130389612e-11,"CD8 Proliferating","LAT"
"MPC2",1.13934341504074e-15,0.554378372252236,0.637,0.289,2.36174496503795e-11,"CD8 Proliferating","MPC2"
"ZDHHC12",1.18047152721648e-15,0.499502189003967,0.538,0.21,2.44699942876705e-11,"CD8 Proliferating","ZDHHC12"
"CRIP15",1.20852839543007e-15,0.759435340962427,0.692,0.366,2.505158510887e-11,"CD8 Proliferating","CRIP1"
"SRSF93",1.23878135271136e-15,0.591334477346342,0.923,0.632,2.56786986603538e-11,"CD8 Proliferating","SRSF9"
"SNRPC1",1.26204429681487e-15,0.564578861489961,0.703,0.349,2.61609162286754e-11,"CD8 Proliferating","SNRPC"
"ESYT1",1.29674280366246e-15,0.582289561011867,0.527,0.213,2.68801815771191e-11,"CD8 Proliferating","ESYT1"
"NAA50",1.33260996449643e-15,0.596500725769033,0.549,0.223,2.76236719540465e-11,"CD8 Proliferating","NAA50"
"NDUFB92",1.44252344980738e-15,0.724007832657389,0.791,0.498,2.99020685910572e-11,"CD8 Proliferating","NDUFB9"
"GADD45GIP1",1.47486974716824e-15,0.549331114186617,0.725,0.403,3.05725749890504e-11,"CD8 Proliferating","GADD45GIP1"
"EIF3I2",1.67570391762376e-15,0.665089634636175,0.769,0.441,3.47356665084229e-11,"CD8 Proliferating","EIF3I"
"CYC11",1.80777911437242e-15,0.494312645336431,0.648,0.284,3.74734532618258e-11,"CD8 Proliferating","CYC1"
"MRPL543",1.87902452445082e-15,0.578963758489838,0.758,0.395,3.8950299367341e-11,"CD8 Proliferating","MRPL54"
"SUCLG1",1.89990271865872e-15,0.484351214700524,0.659,0.296,3.93830834550767e-11,"CD8 Proliferating","SUCLG1"
"CLIC19",1.99161189163042e-15,0.681329410112292,1,0.812,4.1284122901607e-11,"CD8 Proliferating","CLIC1"
"MRPL412",2.44630463539991e-15,0.597660867176235,0.725,0.392,5.07094487872047e-11,"CD8 Proliferating","MRPL41"
"NEDD82",2.53385818394378e-15,0.551690294040255,0.956,0.688,5.25243462949705e-11,"CD8 Proliferating","NEDD8"
"SRSF711",2.71702430201139e-15,0.709757305041222,0.934,0.741,5.63211967563942e-11,"CD8 Proliferating","SRSF7"
"HDDC2",3.24457638445206e-15,0.483903737068348,0.593,0.249,6.72568238733068e-11,"CD8 Proliferating","HDDC2"
"SDHA",3.26403673410626e-15,0.525309721266185,0.593,0.253,6.76602174612887e-11,"CD8 Proliferating","SDHA"
"ILF3",3.60270087663255e-15,0.644784699440687,0.769,0.453,7.46803864717161e-11,"CD8 Proliferating","ILF3"
"NDUFA23",3.65135618882856e-15,0.630587683772497,0.824,0.534,7.56889624382273e-11,"CD8 Proliferating","NDUFA2"
"CHCHD1",3.69956160235628e-15,0.481702807067726,0.593,0.25,7.66882124552433e-11,"CD8 Proliferating","CHCHD1"
"BANF1",4.5249827400277e-15,0.591364822930492,0.703,0.388,9.37983672180342e-11,"CD8 Proliferating","BANF1"
"PSMB13",4.61394232106846e-15,0.573814180585734,0.934,0.668,9.56424103734281e-11,"CD8 Proliferating","PSMB1"
"DNAJC151",4.74280997478065e-15,0.621050250633469,0.692,0.361,9.83137079672282e-11,"CD8 Proliferating","DNAJC15"
"MATK5",5.00060257454882e-15,0.454323557364012,0.505,0.176,1.03657490767823e-10,"CD8 Proliferating","MATK"
"NUDT51",5.10409529217482e-15,0.456723915601033,0.538,0.215,1.05802791311492e-10,"CD8 Proliferating","NUDT5"
"KHSRP",5.38988955727351e-15,0.496889979126418,0.571,0.238,1.11727020632723e-10,"CD8 Proliferating","KHSRP"
"SNRPA",6.18205768736432e-15,0.479589872720677,0.527,0.221,1.28147873801375e-10,"CD8 Proliferating","SNRPA"
"HINT21",6.62949115291905e-15,0.440059021692895,0.527,0.202,1.37422722108859e-10,"CD8 Proliferating","HINT2"
"TMX11",7.01774986775547e-15,0.502815270418421,0.582,0.252,1.45470937008703e-10,"CD8 Proliferating","TMX1"
"SEPT13",7.23441491488695e-15,0.562359265678447,0.659,0.308,1.49962186770692e-10,"CD8 Proliferating","SEPT1"
"EIF2S1",7.7174961041982e-15,0.492504274180396,0.56,0.229,1.59975976743924e-10,"CD8 Proliferating","EIF2S1"
"THRAP37",7.7921128240285e-15,0.555359801558257,0.934,0.615,1.61522706729287e-10,"CD8 Proliferating","THRAP3"
"NDUFC23",8.28952785693122e-15,0.617132373809027,0.824,0.506,1.71833622946327e-10,"CD8 Proliferating","NDUFC2"
"RNPS13",9.66830612616823e-15,0.607356417889522,0.747,0.453,2.00414317689341e-10,"CD8 Proliferating","RNPS1"
"SNX51",1.07261192500588e-14,0.514587122334767,0.615,0.271,2.22341725934469e-10,"CD8 Proliferating","SNX5"
"PRDX32",1.1793615092072e-14,0.50943601314506,0.626,0.273,2.4446984724356e-10,"CD8 Proliferating","PRDX3"
"TRIM28",1.23972455853269e-14,0.507429075844351,0.582,0.239,2.56982503738241e-10,"CD8 Proliferating","TRIM28"
"SH3BGRL37",1.24496691101649e-14,0.564059527643879,1,0.978,2.58069190984608e-10,"CD8 Proliferating","SH3BGRL3"
"NDUFB83",1.41237227227006e-14,0.654035499258309,0.846,0.6,2.92770648318862e-10,"CD8 Proliferating","NDUFB8"
"ITM2A7",1.58494059699194e-14,0.635150740276059,0.615,0.28,3.28542336350459e-10,"CD8 Proliferating","ITM2A"
"YWHAE4",1.68207734585388e-14,0.751139507319157,0.736,0.45,3.48677813022051e-10,"CD8 Proliferating","YWHAE"
"VDAC32",1.73088097955873e-14,0.562068219919158,0.648,0.319,3.5879431825273e-10,"CD8 Proliferating","VDAC3"
"SRSF4",1.80256920366322e-14,0.58857331700408,0.78,0.468,3.73654570227348e-10,"CD8 Proliferating","SRSF4"
"CNN24",2.00339229766601e-14,0.757196909629693,0.758,0.511,4.15283189383188e-10,"CD8 Proliferating","CNN2"
"USP14",2.05305506368764e-14,0.486319884725344,0.571,0.251,4.25577784151812e-10,"CD8 Proliferating","USP14"
"ATP5F1B5",2.08810346490571e-14,0.667736882976767,0.813,0.552,4.32842967240305e-10,"CD8 Proliferating","ATP5F1B"
"CBLB1",2.09763159656556e-14,0.570474149823725,0.505,0.201,4.34818053652075e-10,"CD8 Proliferating","CBLB"
"B2M10",2.24687994625993e-14,0.423241549563877,1,1,4.65755744060221e-10,"CD8 Proliferating","B2M"
"CLEC2D17",2.2783301213436e-14,0.561392907099097,0.89,0.505,4.72275050853314e-10,"CD8 Proliferating","CLEC2D"
"HNRNPC1",2.50117494878202e-14,0.595814886718179,0.967,0.819,5.18468555133025e-10,"CD8 Proliferating","HNRNPC"
"CCT71",2.7510764647259e-14,0.547899292789936,0.703,0.366,5.70270640373033e-10,"CD8 Proliferating","CCT7"
"PFDN6",2.95278272183024e-14,0.484472116610979,0.571,0.243,6.1208233040819e-10,"CD8 Proliferating","PFDN6"
"NDUFA134",3.21182648189461e-14,0.56281260070479,0.879,0.601,6.65779511431934e-10,"CD8 Proliferating","NDUFA13"
"EXOSC8",3.21347364997211e-14,0.447462444588802,0.505,0.2,6.66120952902719e-10,"CD8 Proliferating","EXOSC8"
"KPNB1",3.53238357363091e-14,0.637982829854738,0.747,0.445,7.32227790977951e-10,"CD8 Proliferating","KPNB1"
"LBR1",3.75344595473139e-14,0.816161182984509,0.736,0.447,7.7805181195627e-10,"CD8 Proliferating","LBR"
"DNAJC86",3.86875156342695e-14,0.548398347819563,0.923,0.601,8.01953511582773e-10,"CD8 Proliferating","DNAJC8"
"SRP54",3.87407285163769e-14,0.500952639833278,0.604,0.26,8.03056561415976e-10,"CD8 Proliferating","SRP54"
"ACP11",4.01688016309836e-14,0.55015835808324,0.692,0.368,8.32659089008659e-10,"CD8 Proliferating","ACP1"
"SRP148",4.06267801396315e-14,0.506828193890344,1,0.958,8.42152525514422e-10,"CD8 Proliferating","SRP14"
"ARPC46",4.10082149787561e-14,0.588079087404259,0.89,0.597,8.50059288294636e-10,"CD8 Proliferating","ARPC4"
"CD8115",4.23109703523818e-14,0.560329401868438,0.857,0.513,8.77064104434522e-10,"CD8 Proliferating","CD81"
"SLC25A33",4.34290494901181e-14,0.642267358243477,0.912,0.733,9.00240766880658e-10,"CD8 Proliferating","SLC25A3"
"NFATC32",4.53609918755799e-14,0.549008649552842,0.67,0.33,9.40288000588897e-10,"CD8 Proliferating","NFATC3"
"DIAPH16",5.03954264824951e-14,0.620186851096557,0.802,0.502,1.04464679555564e-09,"CD8 Proliferating","DIAPH1"
"TPR7",5.53703392341297e-14,0.696561611533091,0.879,0.645,1.14777176198427e-09,"CD8 Proliferating","TPR"
"TMA710",5.53706100048853e-14,0.533018366586976,0.989,0.951,1.14777737479127e-09,"CD8 Proliferating","TMA7"
"CDK11B",6.05407230690083e-14,0.437425270176901,0.637,0.287,1.25494864849747e-09,"CD8 Proliferating","CDK11B"
"ATP5F1C6",6.37085158604358e-14,0.644988448008493,0.813,0.543,1.32061382527097e-09,"CD8 Proliferating","ATP5F1C"
"SSNA14",6.49946762299198e-14,0.540022526405245,0.714,0.379,1.34727464357001e-09,"CD8 Proliferating","SSNA1"
"WDR16",6.55379797382567e-14,0.674931203945517,0.692,0.398,1.35853678199432e-09,"CD8 Proliferating","WDR1"
"HIST1H1D12",6.62921809753548e-14,1.29563351514036,0.813,0.499,1.37417061943813e-09,"CD8 Proliferating","HIST1H1D"
"TFDP23",6.70575030903732e-14,0.513253617874629,0.538,0.21,1.39003498156035e-09,"CD8 Proliferating","TFDP2"
"PUF60",6.7211206766495e-14,0.49469318115318,0.615,0.28,1.39322110506267e-09,"CD8 Proliferating","PUF60"
"RIF1",6.97046431906093e-14,0.583990207708974,0.659,0.322,1.44490754869814e-09,"CD8 Proliferating","RIF1"
"CCT33",7.04868966188285e-14,0.59669688683574,0.802,0.444,1.4611228800117e-09,"CD8 Proliferating","CCT3"
"SEC11C3",7.83560421111194e-14,0.590765088160626,0.659,0.335,1.62424239692139e-09,"CD8 Proliferating","SEC11C"
"ABRACL5",8.55791388953131e-14,0.653280547933105,0.791,0.523,1.77396997016095e-09,"CD8 Proliferating","ABRACL"
"RRP1B",9.85379621740656e-14,0.420488050588705,0.538,0.224,2.04259341790621e-09,"CD8 Proliferating","RRP1B"
"DNAJC13",1.04042743895411e-13,0.579326713361906,0.582,0.272,2.15670203820798e-09,"CD8 Proliferating","DNAJC1"
"NDUFB43",1.06166660810597e-13,0.571198143648464,0.879,0.586,2.20072871194287e-09,"CD8 Proliferating","NDUFB4"
"PPP1R72",1.06656768536732e-13,0.556774910268811,0.659,0.342,2.21088815499792e-09,"CD8 Proliferating","PPP1R7"
"RORA13",1.07032260482532e-13,0.675228602343706,0.703,0.357,2.2186717275424e-09,"CD8 Proliferating","RORA"
"EWSR1",1.08635858540419e-13,0.486022717168617,0.703,0.38,2.25191271168435e-09,"CD8 Proliferating","EWSR1"
"ITGB7",1.13639594659155e-13,0.53460327801023,0.56,0.234,2.35563515768963e-09,"CD8 Proliferating","ITGB7"
"GBP11",1.33953957396323e-13,0.732171404333407,0.527,0.24,2.77673158286838e-09,"CD8 Proliferating","GBP1"
"COPE3",1.34430284517501e-13,0.5471646427751,0.89,0.593,2.78660536776327e-09,"CD8 Proliferating","COPE"
"UQCR103",1.36341472143307e-13,0.533090046486061,0.945,0.744,2.82622237605862e-09,"CD8 Proliferating","UQCR10"
"ATP5F1D",1.51421036655796e-13,0.481217649637416,0.956,0.758,3.13880666883799e-09,"CD8 Proliferating","ATP5F1D"
"RAC29",1.65992942461684e-13,0.622828680457309,0.901,0.791,3.44086770428826e-09,"CD8 Proliferating","RAC2"
"SMIM191",2.26985432532558e-13,0.452857054520379,0.538,0.214,4.70518103096739e-09,"CD8 Proliferating","SMIM19"
"CKLF3",2.30103989182901e-13,0.558235338846876,0.747,0.439,4.76982559177236e-09,"CD8 Proliferating","CKLF"
"SPCS33",2.32666946810953e-13,0.57244509937172,0.835,0.504,4.82295314044426e-09,"CD8 Proliferating","SPCS3"
"DKC1",2.62239994612075e-13,0.493749958303744,0.527,0.207,5.4359728483137e-09,"CD8 Proliferating","DKC1"
"ARHGDIB6",2.67007741822202e-13,0.626619383004986,0.978,0.969,5.53480348023243e-09,"CD8 Proliferating","ARHGDIB"
"TMEM14B2",2.93467050371737e-13,0.491149336861642,0.78,0.448,6.08327848715573e-09,"CD8 Proliferating","TMEM14B"
"MRPS341",3.01869792023806e-13,0.504965149492844,0.725,0.385,6.25745891886147e-09,"CD8 Proliferating","MRPS34"
"PSMC41",3.10747152088643e-13,0.475462042532373,0.593,0.267,6.44147771564548e-09,"CD8 Proliferating","PSMC4"
"HTATSF1",3.2714089674358e-13,0.545817767597902,0.582,0.27,6.78130364859767e-09,"CD8 Proliferating","HTATSF1"
"NONO",3.27365348770177e-13,0.59443463022237,0.802,0.497,6.785956314657e-09,"CD8 Proliferating","NONO"
"LUC7L2",3.47324039060728e-13,0.400192193991247,0.538,0.223,7.19968000568984e-09,"CD8 Proliferating","LUC7L2"
"DAD12",3.47672909379739e-13,0.563185846681939,0.846,0.59,7.20691173853262e-09,"CD8 Proliferating","DAD1"
"RBBP41",4.20407830206708e-13,0.559242421681667,0.747,0.403,8.71463391235484e-09,"CD8 Proliferating","RBBP4"
"RARRES310",4.69811533511647e-13,0.587843128814955,0.868,0.563,9.73872327816294e-09,"CD8 Proliferating","RARRES3"
"POLR2J",4.77685632131787e-13,0.469009006467156,0.758,0.424,9.9019454684598e-09,"CD8 Proliferating","POLR2J"
"YWHAH3",4.91408885687862e-13,0.407902818476613,0.692,0.328,1.01864147914237e-08,"CD8 Proliferating","YWHAH"
"CAPZB4",5.15151015181104e-13,0.554585863363332,0.89,0.67,1.06785653936891e-08,"CD8 Proliferating","CAPZB"
"SSBP45",5.37696571848509e-13,0.566891507766845,0.67,0.355,1.11459122378478e-08,"CD8 Proliferating","SSBP4"
"TCEA110",5.43550812920539e-13,0.581739917390648,0.901,0.612,1.12672648010298e-08,"CD8 Proliferating","TCEA1"
"ABCE11",6.05563601667303e-13,0.516237406645434,0.571,0.255,1.25527278989615e-08,"CD8 Proliferating","ABCE1"
"SMARCA51",6.09294865836654e-13,0.562551218534754,0.758,0.45,1.2630073273928e-08,"CD8 Proliferating","SMARCA5"
"TXNL4A1",6.16963154540343e-13,0.532641791239101,0.692,0.397,1.27890292304668e-08,"CD8 Proliferating","TXNL4A"
"RBM8A4",6.29627034856799e-13,0.567283269477837,0.813,0.505,1.30515388055466e-08,"CD8 Proliferating","RBM8A"
"RPS27L7",6.39537311449462e-13,0.595977951250982,0.89,0.593,1.32569689290359e-08,"CD8 Proliferating","RPS27L"
"CASP8AP2",6.50257829577762e-13,0.419810010822483,0.527,0.225,1.34791945493174e-08,"CD8 Proliferating","CASP8AP2"
"CLDND13",6.98300336945558e-13,0.794115046936388,0.538,0.26,1.44750676845445e-08,"CD8 Proliferating","CLDND1"
"TECR",7.58877931839165e-13,0.466177506550228,0.604,0.285,1.57307806490941e-08,"CD8 Proliferating","TECR"
"CLTA4",8.74999064768607e-13,0.506568412063835,0.835,0.494,1.81378556135885e-08,"CD8 Proliferating","CLTA"
"PSMB34",9.43333319408249e-13,0.596266877691774,0.802,0.543,1.95543563780136e-08,"CD8 Proliferating","PSMB3"
"CAND1",1.09848333454184e-12,0.496683636519498,0.549,0.25,2.27704610417178e-08,"CD8 Proliferating","CAND1"
"ADRM1",1.11274533226931e-12,0.417600241743539,0.615,0.282,2.30660979926105e-08,"CD8 Proliferating","ADRM1"
"UBE2L34",1.2056099150982e-12,0.532408078962029,0.802,0.52,2.49910879300706e-08,"CD8 Proliferating","UBE2L3"
"BZW15",1.21107116542657e-12,0.576813802904806,0.835,0.572,2.51042941881273e-08,"CD8 Proliferating","BZW1"
"ANAPC51",1.2139753276342e-12,0.503521312503318,0.703,0.391,2.51644945665294e-08,"CD8 Proliferating","ANAPC5"
"CMC2",1.21527072921e-12,0.408360088325595,0.516,0.222,2.51913469457941e-08,"CD8 Proliferating","CMC2"
"GLO11",1.22540209377196e-12,0.445692366890833,0.549,0.229,2.54013600017989e-08,"CD8 Proliferating","GLO1"
"NOP581",1.30591492475298e-12,0.611023420434095,0.604,0.303,2.70703104752045e-08,"CD8 Proliferating","NOP58"
"AIDA",1.42979337808288e-12,0.434441017864325,0.582,0.257,2.96381869342801e-08,"CD8 Proliferating","AIDA"
"CTCF1",1.69817847350289e-12,0.481408888251811,0.637,0.317,3.52015415772415e-08,"CD8 Proliferating","CTCF"
"CTSC8",1.9698875097535e-12,0.52967666772229,0.835,0.497,4.08337981896804e-08,"CD8 Proliferating","CTSC"
"NAA101",2.18703624431874e-12,0.45070178991669,0.593,0.285,4.53350743084832e-08,"CD8 Proliferating","NAA10"
"SF3B63",2.21181748369731e-12,0.512430804797055,0.78,0.506,4.58487646195616e-08,"CD8 Proliferating","SF3B6"
"DCTN32",2.44659052356958e-12,0.559040056018532,0.681,0.394,5.07153749630738e-08,"CD8 Proliferating","DCTN3"
"GLRX31",2.56454233773746e-12,0.463848745681088,0.505,0.207,5.31603981189599e-08,"CD8 Proliferating","GLRX3"
"OSTF15",2.74393917638748e-12,0.539755367284809,0.802,0.499,5.68791151873361e-08,"CD8 Proliferating","OSTF1"
"MSN9",2.75213281869917e-12,0.601267335300198,0.989,0.811,5.70489611988152e-08,"CD8 Proliferating","MSN"
"ATP5F1A2",2.8864245997492e-12,0.544004575830811,0.857,0.58,5.98326955282012e-08,"CD8 Proliferating","ATP5F1A"
"SMARCC11",2.91309336751066e-12,0.481677775683041,0.659,0.343,6.03855124151285e-08,"CD8 Proliferating","SMARCC1"
"UFC16",2.91318847581695e-12,0.474321701019253,0.846,0.535,6.03874839152096e-08,"CD8 Proliferating","UFC1"
"EPRS",3.09374493922136e-12,0.573295186959131,0.637,0.343,6.41302388451196e-08,"CD8 Proliferating","EPRS"
"CTDSPL2",3.66117213356887e-12,0.381213714603943,0.538,0.238,7.5892437156749e-08,"CD8 Proliferating","CTDSPL2"
