"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC25A37",0,0.746996866442335,0.563,0.154,0,"CD14 Mono","SLC25A37"
"CD33",0,0.74521485416823,0.566,0.048,0,"CD14 Mono","CD33"
"STX11",0,0.745152059606507,0.572,0.093,0,"CD14 Mono","STX11"
"LAP3",0,0.744249146745018,0.594,0.191,0,"CD14 Mono","LAP3"
"GPCPD1",0,0.739338332387672,0.66,0.226,0,"CD14 Mono","GPCPD1"
"P2RY13",0,0.738903350832914,0.504,0.05,0,"CD14 Mono","P2RY13"
"KDM6B",0,0.738325101341171,0.575,0.146,0,"CD14 Mono","KDM6B"
"FAM49A",0,0.737195092426143,0.571,0.113,0,"CD14 Mono","FAM49A"
"MSRB1",0,0.736078161752359,0.56,0.074,0,"CD14 Mono","MSRB1"
"KCNE3",0,0.73602290186835,0.532,0.039,0,"CD14 Mono","KCNE3"
"IER5",0,0.735723461647548,0.678,0.242,0,"CD14 Mono","IER5"
"H3F3A",0,0.733998189697675,1,0.993,0,"CD14 Mono","H3F3A"
"ACAP2",0,0.733782749461658,0.792,0.423,0,"CD14 Mono","ACAP2"
"PLXNB2",0,0.732850570424567,0.572,0.06,0,"CD14 Mono","PLXNB2"
"MGAT1",0,0.730032797267799,0.675,0.229,0,"CD14 Mono","MGAT1"
"GRB2",0,0.727927123531844,0.882,0.557,0,"CD14 Mono","GRB2"
"RHOA",0,0.72696357805738,0.976,0.758,0,"CD14 Mono","RHOA"
"ITGAX",0,0.72685227578525,0.631,0.141,0,"CD14 Mono","ITGAX"
"ALOX5",0,0.722785738415923,0.58,0.088,0,"CD14 Mono","ALOX5"
"BID",0,0.722262196191785,0.718,0.244,0,"CD14 Mono","BID"
"RBM47",0,0.722218427850478,0.524,0.04,0,"CD14 Mono","RBM47"
"LAMP2",0,0.721711079797436,0.663,0.198,0,"CD14 Mono","LAMP2"
"SH3BGRL",0,0.718116933474779,0.923,0.627,0,"CD14 Mono","SH3BGRL"
"LACTB",0,0.717794844073898,0.595,0.122,0,"CD14 Mono","LACTB"
"IL10RA",0,0.716712356879143,0.793,0.423,0,"CD14 Mono","IL10RA"
"VASP",0,0.706873123097156,0.832,0.412,0,"CD14 Mono","VASP"
"MT-ND1",0,0.705358922814232,1,1,0,"CD14 Mono","MT-ND1"
"BLVRA",0,0.700697127915913,0.593,0.129,0,"CD14 Mono","BLVRA"
"C4orf48",0,0.699893608561632,0.714,0.264,0,"CD14 Mono","C4orf48"
"CCNY",0,0.697240047234099,0.674,0.238,0,"CD14 Mono","CCNY"
"RNF149",0,0.696903975860683,0.679,0.285,0,"CD14 Mono","RNF149"
"TMEM154",0,0.693614822595582,0.637,0.22,0,"CD14 Mono","TMEM154"
"EHBP1L1",0,0.693505505082444,0.655,0.196,0,"CD14 Mono","EHBP1L1"
"BAZ2B",0,0.692937534606308,0.62,0.198,0,"CD14 Mono","BAZ2B"
"SLCO3A1",0,0.690586196503444,0.634,0.188,0,"CD14 Mono","SLCO3A1"
"COMT",0,0.68893104302622,0.665,0.222,0,"CD14 Mono","COMT"
"MT-CO1",0,0.687686336982065,1,1,0,"CD14 Mono","MT-CO1"
"PLXNC1",0,0.682760952881595,0.548,0.098,0,"CD14 Mono","PLXNC1"
"RTN4",0,0.681570098060919,0.838,0.468,0,"CD14 Mono","RTN4"
"ATP6AP2",0,0.681228438042843,0.796,0.447,0,"CD14 Mono","ATP6AP2"
"ODF3B",0,0.67786441477018,0.515,0.064,0,"CD14 Mono","ODF3B"
"PLD3",0,0.675996233556893,0.573,0.15,0,"CD14 Mono","PLD3"
"SH3BP2",0,0.672595234361536,0.615,0.166,0,"CD14 Mono","SH3BP2"
"SLC15A3",0,0.671221813873783,0.512,0.052,0,"CD14 Mono","SLC15A3"
"NCF4",0,0.671189133537955,0.561,0.102,0,"CD14 Mono","NCF4"
"SIRPB1",0,0.669735503531761,0.5,0.042,0,"CD14 Mono","SIRPB1"
"HRH2",0,0.668087351252508,0.524,0.08,0,"CD14 Mono","HRH2"
"FAM120A",0,0.668013564959364,0.695,0.294,0,"CD14 Mono","FAM120A"
"ATP6V1A",0,0.667899509108451,0.552,0.098,0,"CD14 Mono","ATP6V1A"
"LILRB1",0,0.667647837142867,0.566,0.127,0,"CD14 Mono","LILRB1"
"CYBA",0,0.664375735917722,1,0.938,0,"CD14 Mono","CYBA"
"CHP1",0,0.661716483414833,0.586,0.134,0,"CD14 Mono","CHP1"
"MBOAT7",0,0.660283512062829,0.524,0.077,0,"CD14 Mono","MBOAT7"
"TRIM8",0,0.659528907065554,0.66,0.244,0,"CD14 Mono","TRIM8"
"PLEC",0,0.659207814981928,0.618,0.204,0,"CD14 Mono","PLEC"
"GRK3",0,0.658759362836842,0.568,0.11,0,"CD14 Mono","GRK3"
"SH3BGRL3",0,0.657290880059678,1,0.97,0,"CD14 Mono","SH3BGRL3"
"MAP3K2",0,0.6568872079863,0.682,0.291,0,"CD14 Mono","MAP3K2"
"PRKACA",0,0.652576468660826,0.59,0.139,0,"CD14 Mono","PRKACA"
"ATG16L2",0,0.65257347095678,0.572,0.139,0,"CD14 Mono","ATG16L2"
"ARPC3",0,0.651220700767136,0.997,0.938,0,"CD14 Mono","ARPC3"
"CAPZA2",0,0.650579454965572,0.756,0.347,0,"CD14 Mono","CAPZA2"
"CTSA",0,0.649984764283113,0.647,0.176,0,"CD14 Mono","CTSA"
"USP3",0,0.649340135095664,0.738,0.375,0,"CD14 Mono","USP3"
"HEXB",0,0.647817757388094,0.553,0.105,0,"CD14 Mono","HEXB"
"MYD88",0,0.645004052786217,0.618,0.18,0,"CD14 Mono","MYD88"
"CSF1R",0,0.644827733970209,0.556,0.078,0,"CD14 Mono","CSF1R"
"SLC16A3",0,0.643509969023971,0.54,0.095,0,"CD14 Mono","SLC16A3"
"ATP6V1F",0,0.640472075961587,0.812,0.488,0,"CD14 Mono","ATP6V1F"
"CTNNA1",0,0.640249091205879,0.538,0.091,0,"CD14 Mono","CTNNA1"
"SAT2",0,0.639677917262433,0.666,0.267,0,"CD14 Mono","SAT2"
"MAP2K3",0,0.6392827457503,0.611,0.205,0,"CD14 Mono","MAP2K3"
"CMTM6",0,0.634488180931981,0.779,0.38,0,"CD14 Mono","CMTM6"
"PABPC1",0,0.633366384627062,0.999,0.974,0,"CD14 Mono","PABPC1"
"ARPC5",0,0.63210485637037,0.97,0.788,0,"CD14 Mono","ARPC5"
"DICER1",0,0.632042424268249,0.652,0.268,0,"CD14 Mono","DICER1"
"HSBP1",0,0.629534070000451,0.685,0.244,0,"CD14 Mono","HSBP1"
"GSTO1",0,0.629153768234899,0.777,0.383,0,"CD14 Mono","GSTO1"
"KIAA0930",0,0.62899739839197,0.543,0.094,0,"CD14 Mono","KIAA0930"
"LAMTOR4",0,0.62851163752949,0.935,0.701,0,"CD14 Mono","LAMTOR4"
"RBPJ",0,0.627195122637796,0.668,0.284,0,"CD14 Mono","RBPJ"
"LSP1",0,0.626958063751653,0.913,0.675,0,"CD14 Mono","LSP1"
"DAZAP2",0,0.624712888687177,0.917,0.689,0,"CD14 Mono","DAZAP2"
"PLP2",0,0.622683489051755,0.711,0.363,0,"CD14 Mono","PLP2"
"MAP3K3",0,0.621226447554286,0.578,0.167,0,"CD14 Mono","MAP3K3"
"SERP1",0,0.62001022343471,0.961,0.783,0,"CD14 Mono","SERP1"
"MFSD1",0,0.619370198460736,0.565,0.122,0,"CD14 Mono","MFSD1"
"PTTG1IP",0,0.61864251149699,0.6,0.181,0,"CD14 Mono","PTTG1IP"
"EIF4EBP1",0,0.617663590011467,0.543,0.108,0,"CD14 Mono","EIF4EBP1"
"PRKCD",0,0.616996499016746,0.534,0.091,0,"CD14 Mono","PRKCD"
"PRKAG2",0,0.616724310580252,0.631,0.272,0,"CD14 Mono","PRKAG2"
"CD86",0,0.616706723618323,0.519,0.074,0,"CD14 Mono","CD86"
"CD63",0,0.616602140872937,0.858,0.491,0,"CD14 Mono","CD63"
"OAZ2",0,0.614449539992458,0.545,0.155,0,"CD14 Mono","OAZ2"
"FKBP15",0,0.611015137358481,0.543,0.129,0,"CD14 Mono","FKBP15"
"ATP5MPL",0,0.610396306011992,0.939,0.74,0,"CD14 Mono","ATP5MPL"
"FOSL2",0,0.608806617652105,0.564,0.169,0,"CD14 Mono","FOSL2"
"SPTLC2",0,0.608610091060884,0.56,0.16,0,"CD14 Mono","SPTLC2"
"FMNL1",0,0.607339682350332,0.851,0.547,0,"CD14 Mono","FMNL1"
"RNH1",0,0.607127412323504,0.755,0.377,0,"CD14 Mono","RNH1"
"WASHC4",0,0.605334900154421,0.613,0.223,0,"CD14 Mono","WASHC4"
"FAR1",0,0.605147082049281,0.541,0.134,0,"CD14 Mono","FAR1"
"PGLS",0,0.604820406294398,0.778,0.43,0,"CD14 Mono","PGLS"
"AGTPBP1",0,0.604733521247539,0.607,0.222,0,"CD14 Mono","AGTPBP1"
"HOOK3",0,0.603562133476834,0.664,0.292,0,"CD14 Mono","HOOK3"
"NADK",0,0.603038146536054,0.531,0.116,0,"CD14 Mono","NADK"
"OS9",0,0.600607443973992,0.652,0.265,0,"CD14 Mono","OS9"
"PIK3AP1",0,0.597855032996116,0.559,0.142,0,"CD14 Mono","PIK3AP1"
"LAMTOR1",0,0.597846544528696,0.795,0.462,0,"CD14 Mono","LAMTOR1"
"DENND3",0,0.597440820109907,0.503,0.105,0,"CD14 Mono","DENND3"
"GNB2",0,0.597014939325235,0.765,0.403,0,"CD14 Mono","GNB2"
"GNG5",0,0.596934987116291,0.888,0.608,0,"CD14 Mono","GNG5"
"UBE2R2",0,0.595909150862991,0.664,0.291,0,"CD14 Mono","UBE2R2"
"SCIMP",0,0.595209048582813,0.537,0.108,0,"CD14 Mono","SCIMP"
"AGFG1",0,0.595140684627139,0.548,0.179,0,"CD14 Mono","AGFG1"
"WAS",0,0.592555167151326,0.782,0.453,0,"CD14 Mono","WAS"
"GABARAP",0,0.591528204547654,0.58,0.18,0,"CD14 Mono","GABARAP"
"JAK2",0,0.59106727532532,0.518,0.124,0,"CD14 Mono","JAK2"
"SNX27",0,0.58884565148845,0.535,0.131,0,"CD14 Mono","SNX27"
"RAB10",0,0.588602906745064,0.642,0.244,0,"CD14 Mono","RAB10"
"LAPTM4A",0,0.587531334821916,0.69,0.309,0,"CD14 Mono","LAPTM4A"
"PDXK",0,0.584643004919939,0.539,0.131,0,"CD14 Mono","PDXK"
"EFHD2",0,0.582725140202839,0.946,0.499,0,"CD14 Mono","EFHD2"
"PCBP1",0,0.582364594907211,0.947,0.767,0,"CD14 Mono","PCBP1"
"HSD17B11",0,0.58052514327795,0.66,0.307,0,"CD14 Mono","HSD17B11"
"CSGALNACT2",0,0.580014484443247,0.601,0.235,0,"CD14 Mono","CSGALNACT2"
"ATG3",0,0.578349140541833,0.662,0.268,0,"CD14 Mono","ATG3"
"CLTA",0,0.577998003785625,0.754,0.401,0,"CD14 Mono","CLTA"
"YWHAE",0,0.577420365771572,0.722,0.353,0,"CD14 Mono","YWHAE"
"ATP11A",0,0.576427832374191,0.516,0.109,0,"CD14 Mono","ATP11A"
"CLIC1",0,0.575456907988306,0.98,0.752,0,"CD14 Mono","CLIC1"
"HIPK3",0,0.573426215204887,0.577,0.2,0,"CD14 Mono","HIPK3"
"ELOB",0,0.569595117199866,0.961,0.813,0,"CD14 Mono","ELOB"
"VAMP8",0,0.56738645907487,0.89,0.656,0,"CD14 Mono","VAMP8"
"CMIP",0,0.565007090487079,0.617,0.222,0,"CD14 Mono","CMIP"
"LAT2",0,0.561870018298064,0.545,0.141,0,"CD14 Mono","LAT2"
"RNF13",0,0.559539875614212,0.624,0.251,0,"CD14 Mono","RNF13"
"TCIRG1",0,0.559394493079263,0.596,0.193,0,"CD14 Mono","TCIRG1"
"TNFRSF1A",0,0.55750339471703,0.51,0.122,0,"CD14 Mono","TNFRSF1A"
"TMEM205",0,0.557467029282818,0.514,0.126,0,"CD14 Mono","TMEM205"
"ARAP1",0,0.557215259388908,0.516,0.114,0,"CD14 Mono","ARAP1"
"HM13",0,0.555911349056215,0.611,0.235,0,"CD14 Mono","HM13"
"IL6R",0,0.555118583844674,0.513,0.132,0,"CD14 Mono","IL6R"
"METTL7A",0,0.554740455239364,0.501,0.109,0,"CD14 Mono","METTL7A"
"CCPG1",0,0.554128456241423,0.583,0.213,0,"CD14 Mono","CCPG1"
"MT-ND2",0,0.552266922984746,1,1,0,"CD14 Mono","MT-ND2"
"UNC93B1",0,0.551655989944938,0.525,0.122,0,"CD14 Mono","UNC93B1"
"METRNL",0,0.551254151976638,0.603,0.213,0,"CD14 Mono","METRNL"
"SPG21",0,0.546998804518536,0.536,0.151,0,"CD14 Mono","SPG21"
"LEPROT",0,0.543271234362414,0.601,0.215,0,"CD14 Mono","LEPROT"
"CAT",0,0.540339025762685,0.572,0.195,0,"CD14 Mono","CAT"
"CAPNS1",0,0.540054703449715,0.797,0.46,0,"CD14 Mono","CAPNS1"
"RIN3",0,0.539462015979292,0.607,0.23,0,"CD14 Mono","RIN3"
"FAM45A",0,0.538039991731194,0.524,0.149,0,"CD14 Mono","FAM45A"
"FERMT3",0,0.533138578998848,0.719,0.349,0,"CD14 Mono","FERMT3"
"MEF2C",0,0.532192667976375,0.664,0.202,0,"CD14 Mono","MEF2C"
"FLNA",0,0.525083069164463,0.909,0.603,0,"CD14 Mono","FLNA"
"STX10",0,0.523532387153984,0.587,0.224,0,"CD14 Mono","STX10"
"SQOR",0,0.514400376215921,0.5,0.137,0,"CD14 Mono","SQOR"
"ATP5F1E",0,0.514250593422518,1,0.996,0,"CD14 Mono","ATP5F1E"
"SHKBP1",0,0.512922777406241,0.559,0.199,0,"CD14 Mono","SHKBP1"
"PRDX3",0,0.511130988779697,0.542,0.177,0,"CD14 Mono","PRDX3"
"ATP6AP1",0,0.48554358937539,0.502,0.157,0,"CD14 Mono","ATP6AP1"
"MAPKAPK3",0,0.479777527687594,0.518,0.151,0,"CD14 Mono","MAPKAPK3"
"RGS18",0,0.3120244156916,0.515,0.086,0,"CD14 Mono","RGS18"
"SLC2A3",5.49654881617364e-308,1.05986644552128,0.64,0.33,1.13937960410463e-303,"CD14 Mono","SLC2A3"
"NOP10",1.67315511705005e-306,0.610740324646515,0.77,0.451,3.46828324213306e-302,"CD14 Mono","NOP10"
"CPEB4",2.35339443599272e-306,0.517118944049851,0.502,0.151,4.8783513263693e-302,"CD14 Mono","CPEB4"
"DDX3X",7.54867500707042e-306,0.649148343343206,0.846,0.59,1.56476484221563e-301,"CD14 Mono","DDX3X"
"CUX1",1.30301255986203e-305,0.572491749865565,0.617,0.229,2.701014735338e-301,"CD14 Mono","CUX1"
"BTG2",1.60727639679804e-305,0.905531553022616,0.816,0.581,3.33172324292265e-301,"CD14 Mono","BTG2"
"NCKAP1L",4.62580730084895e-305,0.579482763426751,0.699,0.347,9.58883595392978e-301,"CD14 Mono","NCKAP1L"
"PLEKHB2",2.09171794980941e-303,0.468094192441367,0.516,0.188,4.33592213815992e-299,"CD14 Mono","PLEKHB2"
"TM9SF2",7.67427607006616e-302,0.521628536688961,0.602,0.246,1.59080068656401e-297,"CD14 Mono","TM9SF2"
"CSTB",4.67720854117599e-300,0.526219610093068,0.855,0.574,9.69538558500371e-296,"CD14 Mono","CSTB"
"SEC11A",1.21431566321655e-299,0.58272142188846,0.831,0.526,2.51715493828158e-295,"CD14 Mono","SEC11A"
"PGK1",4.71078273288287e-299,0.559165496313085,0.839,0.55,9.76498152699289e-295,"CD14 Mono","PGK1"
"CARD19",1.06801192473333e-298,0.476955906585752,0.505,0.167,2.21388191877972e-294,"CD14 Mono","CARD19"
"PLCB2",3.07564800484982e-297,0.488618158769127,0.506,0.161,6.37551074925319e-293,"CD14 Mono","PLCB2"
"COL4A3BP",5.32587679295729e-297,0.544466736266682,0.578,0.218,1.10400100041212e-292,"CD14 Mono","COL4A3BP"
"DIAPH2",4.15346349333846e-296,0.547981858807163,0.526,0.171,8.60971447534129e-292,"CD14 Mono","DIAPH2"
"PTEN",4.98598796479267e-296,0.559736378215834,0.696,0.369,1.03354544522187e-291,"CD14 Mono","PTEN"
"SERF2",1.2507590362762e-295,0.357906356818015,0.999,0.99,2.59269840629694e-291,"CD14 Mono","SERF2"
"PARVG",4.66330762496407e-295,0.508141068268825,0.622,0.271,9.66657037578801e-291,"CD14 Mono","PARVG"
"HLA-DPA1",1.0825286736209e-292,0.53801690115314,0.853,0.493,2.24397368754877e-288,"CD14 Mono","HLA-DPA1"
"IRF1",2.99830190873018e-292,0.978723230839859,0.824,0.584,6.21518002660678e-288,"CD14 Mono","IRF1"
"HEBP2",6.63768174405746e-292,0.579959440069785,0.69,0.363,1.37592504872567e-287,"CD14 Mono","HEBP2"
"ASAP1",7.77963922098314e-288,0.513668640898248,0.544,0.196,1.6126414141176e-283,"CD14 Mono","ASAP1"
"RAB5IF",2.46391146523241e-287,0.553628871844986,0.658,0.286,5.10744207628026e-283,"CD14 Mono","RAB5IF"
"SQSTM1",5.86474014780536e-287,0.589203651516922,0.746,0.424,1.21570198523857e-282,"CD14 Mono","SQSTM1"
"REL",1.40864053051205e-285,0.692903244200772,0.815,0.499,2.91997095569842e-281,"CD14 Mono","REL"
"JARID2",3.18136852567994e-283,0.537546393479887,0.55,0.213,6.59465881688195e-279,"CD14 Mono","JARID2"
"WSB1",1.25002613729594e-280,0.60095256978728,0.736,0.402,2.59117918000075e-276,"CD14 Mono","WSB1"
"ENO1",7.09831048062002e-280,0.519626383523321,0.905,0.693,1.47140877952772e-275,"CD14 Mono","ENO1"
"CLTC",1.00581581195443e-279,0.504348551675984,0.575,0.232,2.08495559660035e-275,"CD14 Mono","CLTC"
"ZDHHC20",7.51183244288135e-279,0.474362336158591,0.507,0.181,1.55712774708488e-274,"CD14 Mono","ZDHHC20"
"MOB1A",1.1989839343818e-277,0.532739834833852,0.82,0.52,2.48537379758003e-273,"CD14 Mono","MOB1A"
"MICU1",1.73619952098367e-272,0.488526432051228,0.513,0.186,3.59896798704706e-268,"CD14 Mono","MICU1"
"SAMSN1",9.08518898748383e-272,1.03185887177047,0.548,0.239,1.88326882521552e-267,"CD14 Mono","SAMSN1"
"HACD4",1.30560943741154e-269,0.483446737287867,0.562,0.217,2.70639780281038e-265,"CD14 Mono","HACD4"
"ADPGK",1.44715894490422e-269,0.480151754339915,0.537,0.201,2.99981577689196e-265,"CD14 Mono","ADPGK"
"SNX2",1.43261870029988e-268,0.493778517615633,0.677,0.32,2.96967530385161e-264,"CD14 Mono","SNX2"
"NBPF19",2.34069561786875e-267,0.564829888422151,0.578,0.247,4.85202794628014e-263,"CD14 Mono","NBPF19"
"LPGAT1",1.0931032051559e-265,0.470598835483286,0.575,0.252,2.26589363396767e-261,"CD14 Mono","LPGAT1"
"MYO9B",3.45558072488133e-264,0.505665201055815,0.616,0.285,7.16307328460652e-260,"CD14 Mono","MYO9B"
"PGAM1",1.00061171714213e-263,0.525791607422372,0.702,0.382,2.07416802846393e-259,"CD14 Mono","PGAM1"
"ATOX1",2.32007087384613e-261,0.464682612403222,0.548,0.219,4.80927491439564e-257,"CD14 Mono","ATOX1"
"GRK2",2.32625637767129e-260,0.50658526374023,0.744,0.446,4.82209684527481e-256,"CD14 Mono","GRK2"
"CYB5R4",4.70445205258814e-260,0.456145664335256,0.506,0.186,9.75185865980995e-256,"CD14 Mono","CYB5R4"
"CTNNB1",7.16699752246564e-260,0.542306236769545,0.582,0.277,1.4856469164319e-255,"CD14 Mono","CTNNB1"
"NAAA",7.53259721122589e-258,0.487884370325422,0.561,0.223,1.56143207591501e-253,"CD14 Mono","NAAA"
"BNIP2",1.13255307901819e-257,0.51545328007939,0.676,0.359,2.3476692774968e-253,"CD14 Mono","BNIP2"
"TMSB10",1.47155176762027e-257,0.312687687161811,1,1,3.05037965910006e-253,"CD14 Mono","TMSB10"
"GDI2",1.5545456515513e-257,0.530081470022152,0.782,0.472,3.22241768110068e-253,"CD14 Mono","GDI2"
"UQCRC1",1.08793940776532e-255,0.444257621499684,0.525,0.203,2.25518959835672e-251,"CD14 Mono","UQCRC1"
"GADD45B",2.60547527349004e-254,0.860930129668338,0.58,0.264,5.4008896944175e-250,"CD14 Mono","GADD45B"
"MAP3K1",3.67695509889878e-254,0.531646890905793,0.638,0.311,7.62196022450727e-250,"CD14 Mono","MAP3K1"
"STAT2",7.79735504792159e-251,0.500686209266936,0.504,0.187,1.61631372788367e-246,"CD14 Mono","STAT2"
"SYNGR2",4.59340439626763e-247,0.44551646831101,0.588,0.256,9.52166797302318e-243,"CD14 Mono","SYNGR2"
"MIS18BP1",1.0752690254402e-245,0.53800781148024,0.703,0.401,2.228925162835e-241,"CD14 Mono","MIS18BP1"
"RAB5C",1.37512375996049e-242,0.460517842197701,0.649,0.338,2.8504940420221e-238,"CD14 Mono","RAB5C"
"DOCK2",1.78471618921156e-242,0.525291051261636,0.743,0.432,3.69953818861665e-238,"CD14 Mono","DOCK2"
"FAM200B",4.57320669777434e-239,0.479572398316286,0.546,0.234,9.47980016381644e-235,"CD14 Mono","FAM200B"
"IFI6",4.69045281766098e-238,0.832810504147702,0.543,0.271,9.72283964572945e-234,"CD14 Mono","IFI6"
"MED13L",4.9931637414328e-238,0.490623393289529,0.601,0.278,1.03503291196161e-233,"CD14 Mono","MED13L"
"MEF2A",4.67880313286013e-237,0.436197233883966,0.52,0.219,9.69869101410577e-233,"CD14 Mono","MEF2A"
"NARS",4.22298433862258e-235,0.464817736327367,0.597,0.3,8.75382423553074e-231,"CD14 Mono","NARS"
"STAT6",8.45885554743515e-235,0.449433876645893,0.555,0.246,1.75343616642783e-230,"CD14 Mono","STAT6"
"TPI1",2.84925906282671e-233,0.460575230562209,0.834,0.563,5.9062291113335e-229,"CD14 Mono","TPI1"
"REEP5",2.31241285475284e-231,0.460812940006433,0.69,0.379,4.79340060661716e-227,"CD14 Mono","REEP5"
"COPA",1.26679619475236e-230,0.44586126548086,0.561,0.257,2.62594183210216e-226,"CD14 Mono","COPA"
"PTP4A2",1.40717619012675e-230,0.47204416730588,0.957,0.797,2.91693552451374e-226,"CD14 Mono","PTP4A2"
"LAMTOR2",1.18641669832881e-229,0.442110145272267,0.606,0.298,2.45932317396579e-225,"CD14 Mono","LAMTOR2"
"OGFR",2.72712925928035e-229,0.44088114996954,0.549,0.241,5.65306624156224e-225,"CD14 Mono","OGFR"
"ADAM10",2.83516497748283e-229,0.458040672770646,0.631,0.324,5.87701348182416e-225,"CD14 Mono","ADAM10"
"GPX4",3.5154941050736e-228,0.454486932798323,0.894,0.708,7.28726773040706e-224,"CD14 Mono","GPX4"
"PTPN6",4.36953265013586e-228,0.458823829726989,0.732,0.403,9.05760423046663e-224,"CD14 Mono","PTPN6"
"RAB27A",7.33992623806027e-228,0.479790355624514,0.569,0.255,1.52149330988751e-223,"CD14 Mono","RAB27A"
"TPM4",1.76690861809754e-227,0.369971084272264,0.667,0.35,3.66262487445438e-223,"CD14 Mono","TPM4"
"PSTPIP1",2.05343999687646e-227,0.415852678276366,0.51,0.209,4.25657576952521e-223,"CD14 Mono","PSTPIP1"
"PRKAR1A",3.37125621098474e-227,0.476726838900207,0.687,0.385,6.98827699975027e-223,"CD14 Mono","PRKAR1A"
"MYO1G",6.21929668240203e-227,0.517826380120309,0.726,0.428,1.28919800929512e-222,"CD14 Mono","MYO1G"
"TXNDC17",4.0152965445107e-225,0.419539435430943,0.525,0.21,8.32330820711622e-221,"CD14 Mono","TXNDC17"
"EIF4E2",1.68918610765654e-224,0.422090373695308,0.53,0.223,3.50151388256124e-220,"CD14 Mono","EIF4E2"
"SEC14L1",1.91151935488955e-224,0.420473231576011,0.531,0.225,3.96238847075056e-220,"CD14 Mono","SEC14L1"
"IQSEC1",6.40796855923221e-224,0.435561732436752,0.524,0.229,1.32830780264325e-219,"CD14 Mono","IQSEC1"
"CAP1",1.06305245128915e-223,0.47293017747269,0.9,0.67,2.20360142627728e-219,"CD14 Mono","CAP1"
"TMEM165",1.19560411017611e-223,0.444071048041877,0.577,0.275,2.47836775998406e-219,"CD14 Mono","TMEM165"
"TPM3",1.88371729345827e-223,0.395618949859397,0.983,0.891,3.90475757760964e-219,"CD14 Mono","TPM3"
"TNIP1",2.0932838436494e-221,0.521875426238392,0.506,0.231,4.33916807950084e-217,"CD14 Mono","TNIP1"
"NDUFB1",5.59765965485645e-219,0.48000709386182,0.805,0.56,1.16033886985519e-214,"CD14 Mono","NDUFB1"
"FLII",8.64715477316064e-216,0.421009289391211,0.505,0.2,1.79246871292847e-211,"CD14 Mono","FLII"
"EMP3",3.09025348859848e-215,0.437978973795463,0.986,0.887,6.4057864565158e-211,"CD14 Mono","EMP3"
"TXN",3.1265094475383e-215,0.37662843324504,0.707,0.43,6.48094143380214e-211,"CD14 Mono","TXN"
"MBD2",1.50013280725994e-213,0.458249350828235,0.716,0.43,3.10962529616914e-209,"CD14 Mono","MBD2"
"TACC1",1.42765825479305e-212,0.432085791021789,0.592,0.305,2.95939279636051e-208,"CD14 Mono","TACC1"
"XRN2",2.37686273538267e-212,0.477402089981391,0.764,0.512,4.92699876417474e-208,"CD14 Mono","XRN2"
"EIF1",2.29838380707147e-210,0.348365917896753,1,0.999,4.76431979367845e-206,"CD14 Mono","EIF1"
"TMBIM6",1.9579577904264e-207,0.41960239297982,0.914,0.735,4.05865070377489e-203,"CD14 Mono","TMBIM6"
"HADHB",1.47268675557824e-205,0.420161602579811,0.515,0.216,3.05273237563813e-201,"CD14 Mono","HADHB"
"HDGF",5.40554779765294e-205,0.443135203197148,0.564,0.266,1.12051600297548e-200,"CD14 Mono","HDGF"
"CANX",2.21629856893678e-204,0.502611030042743,0.746,0.463,4.59416530354906e-200,"CD14 Mono","CANX"
"UBE2J1",3.9990617248844e-204,0.453850792082946,0.549,0.257,8.28965504951287e-200,"CD14 Mono","UBE2J1"
"CFLAR",9.14912993827866e-204,0.536283900115975,0.784,0.577,1.89652314490578e-199,"CD14 Mono","CFLAR"
"PTPN12",1.92598630535167e-202,0.348540328826495,0.553,0.24,3.99237701236347e-198,"CD14 Mono","PTPN12"
"CELF1",2.21883309150118e-202,0.464840473244603,0.603,0.323,4.5994191153728e-198,"CD14 Mono","CELF1"
"TAOK1",5.47897974276841e-202,0.428818881491036,0.54,0.249,1.13573771087846e-197,"CD14 Mono","TAOK1"
"RASSF3",8.27877482586254e-202,0.440946025156626,0.534,0.23,1.71610723365305e-197,"CD14 Mono","RASSF3"
"POLE4",1.49620272175261e-201,0.465947825524532,0.604,0.299,3.10147862192099e-197,"CD14 Mono","POLE4"
"ATP2B1",3.87094906072519e-199,0.686198914869466,0.678,0.41,8.02409030797725e-195,"CD14 Mono","ATP2B1"
"TNFAIP3",7.66978838158738e-198,1.43779630310761,0.619,0.433,1.58987043361925e-193,"CD14 Mono","TNFAIP3"
"SSR1",1.65578414123089e-196,0.422877178878228,0.612,0.324,3.4322749463575e-192,"CD14 Mono","SSR1"
"MT-ND4",1.38312204229144e-195,0.332539563921698,1,1,2.86707368146593e-191,"CD14 Mono","MT-ND4"
"CHMP2A",1.53733700991925e-194,0.421168556394399,0.666,0.39,3.18674588786162e-190,"CD14 Mono","CHMP2A"
"GLTP",2.41909532986594e-192,0.386743634509877,0.505,0.236,5.01454270927911e-188,"CD14 Mono","GLTP"
"SERPINB6",2.59476617045153e-190,0.374404847592063,0.59,0.307,5.37869079472899e-186,"CD14 Mono","SERPINB6"
"PDE4B",5.27748861182701e-190,0.76231324481031,0.5,0.253,1.09397061434562e-185,"CD14 Mono","PDE4B"
"HDLBP",7.45712974664451e-189,0.386105938256267,0.502,0.225,1.54578842518194e-184,"CD14 Mono","HDLBP"
