"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CSTB",0,0.738037440186249,0.867,0.553,0,"Mono","CSTB"
"ALOX5",0,0.738030490867356,0.567,0.066,0,"Mono","ALOX5"
"CD33",0,0.73786339131197,0.541,0.029,0,"Mono","CD33"
"RTN4",0,0.736008703971497,0.839,0.447,0,"Mono","RTN4"
"MT-CO1",0,0.734517218289507,1,1,0,"Mono","MT-CO1"
"GNAQ",0,0.733142544424254,0.624,0.149,0,"Mono","GNAQ"
"TMEM154",0,0.732981204415213,0.635,0.197,0,"Mono","TMEM154"
"GNG5",0,0.732910744889492,0.898,0.588,0,"Mono","GNG5"
"HRH2",0,0.731178355754211,0.533,0.051,0,"Mono","HRH2"
"MSRB1",0,0.730880306715209,0.541,0.055,0,"Mono","MSRB1"
"PIK3AP1",0,0.730645893555571,0.583,0.108,0,"Mono","PIK3AP1"
"WSB1",0,0.728850834825955,0.751,0.376,0,"Mono","WSB1"
"LAMP2",0,0.728198494101342,0.649,0.179,0,"Mono","LAMP2"
"C4orf48",0,0.728051207410449,0.709,0.241,0,"Mono","C4orf48"
"RAB10",0,0.727066849590392,0.665,0.211,0,"Mono","RAB10"
"TRIM8",0,0.725628450572761,0.667,0.218,0,"Mono","TRIM8"
"NAAA",0,0.723551220683859,0.601,0.187,0,"Mono","NAAA"
"ACAP2",0,0.723424353227363,0.779,0.408,0,"Mono","ACAP2"
"CUX1",0,0.721772073531897,0.637,0.199,0,"Mono","CUX1"
"PRKACA",0,0.718381274091071,0.598,0.11,0,"Mono","PRKACA"
"SLC16A3",0,0.716910467145048,0.551,0.065,0,"Mono","SLC16A3"
"ARHGAP26",0,0.714815335728666,0.617,0.178,0,"Mono","ARHGAP26"
"CAST",0,0.712143547801616,0.963,0.735,0,"Mono","CAST"
"CD86",0,0.709710002938579,0.534,0.043,0,"Mono","CD86"
"ITGAM",0,0.70595657079973,0.569,0.132,0,"Mono","ITGAM"
"SLC15A3",0,0.705307540308219,0.508,0.028,0,"Mono","SLC15A3"
"PTPN6",0,0.703190846642666,0.759,0.373,0,"Mono","PTPN6"
"KDM6B",0,0.702149707946717,0.542,0.136,0,"Mono","KDM6B"
"OAZ2",0,0.701834046048371,0.561,0.126,0,"Mono","OAZ2"
"GPCPD1",0,0.699131970371692,0.628,0.216,0,"Mono","GPCPD1"
"IL13RA1",0,0.698450626408245,0.503,0.044,0,"Mono","IL13RA1"
"ATP2B1",0,0.698235380989635,0.682,0.393,0,"Mono","ATP2B1"
"ODF3B",0,0.69689678276016,0.505,0.043,0,"Mono","ODF3B"
"PGLS",0,0.695700540603748,0.789,0.405,0,"Mono","PGLS"
"ATP6AP2",0,0.691322457343157,0.789,0.43,0,"Mono","ATP6AP2"
"GNB2",0,0.690416711511594,0.777,0.377,0,"Mono","GNB2"
"SLC25A37",0,0.688763747677945,0.525,0.148,0,"Mono","SLC25A37"
"CCNL1",0,0.687463583866138,0.871,0.673,0,"Mono","CCNL1"
"SLCO3A1",0,0.685411827207695,0.616,0.17,0,"Mono","SLCO3A1"
"MT-ND1",0,0.684752282886584,1,1,0,"Mono","MT-ND1"
"LSP1",0,0.68427097307443,0.913,0.662,0,"Mono","LSP1"
"PGK1",0,0.683812790601181,0.85,0.529,0,"Mono","PGK1"
"SEC11A",0,0.682180999256768,0.841,0.504,0,"Mono","SEC11A"
"TCIRG1",0,0.681665492373845,0.618,0.161,0,"Mono","TCIRG1"
"KIAA0930",0,0.681182899297012,0.549,0.067,0,"Mono","KIAA0930"
"SMCO4",0,0.678980814633801,0.507,0.034,0,"Mono","SMCO4"
"MAP2K3",0,0.678410736108482,0.613,0.181,0,"Mono","MAP2K3"
"LAMTOR4",0,0.674217234123524,0.936,0.687,0,"Mono","LAMTOR4"
"SH3BGRL3",0,0.674072696768425,1,0.969,0,"Mono","SH3BGRL3"
"GSTO1",0,0.670488910682645,0.778,0.361,0,"Mono","GSTO1"
"COMT",0,0.667728268320147,0.64,0.208,0,"Mono","COMT"
"UBE2R2",0,0.665760871970109,0.674,0.265,0,"Mono","UBE2R2"
"ATG16L2",0,0.665213617683801,0.562,0.12,0,"Mono","ATG16L2"
"NOP10",0,0.664155227945548,0.774,0.432,0,"Mono","NOP10"
"RNF13",0,0.663695658863616,0.641,0.223,0,"Mono","RNF13"
"CHP1",0,0.663301454386508,0.571,0.115,0,"Mono","CHP1"
"CTNNA1",0,0.662838701613077,0.53,0.07,0,"Mono","CTNNA1"
"DICER1",0,0.662565602570947,0.649,0.248,0,"Mono","DICER1"
"SERP1",0,0.660378824955024,0.962,0.773,0,"Mono","SERP1"
"PTP4A2",0,0.657043045661495,0.961,0.786,0,"Mono","PTP4A2"
"LAPTM4A",0,0.657018885556439,0.7,0.284,0,"Mono","LAPTM4A"
"MBD2",0,0.656922479630945,0.741,0.403,0,"Mono","MBD2"
"MIS18BP1",0,0.656581617633332,0.72,0.377,0,"Mono","MIS18BP1"
"FKBP15",0,0.656401922126657,0.545,0.105,0,"Mono","FKBP15"
"PLEC",0,0.652428827901355,0.6,0.189,0,"Mono","PLEC"
"UNC93B1",0,0.652070694258466,0.548,0.09,0,"Mono","UNC93B1"
"CD63",0,0.647448747104043,0.838,0.479,0,"Mono","CD63"
"MAPKAPK3",0,0.64735103105037,0.554,0.115,0,"Mono","MAPKAPK3"
"NCF4",0,0.64722987331307,0.532,0.089,0,"Mono","NCF4"
"FAM120A",0,0.645541226123593,0.672,0.281,0,"Mono","FAM120A"
"CCNY",0,0.644254791977324,0.634,0.231,0,"Mono","CCNY"
"MAP3K2",0,0.641119972250389,0.662,0.277,0,"Mono","MAP3K2"
"ATP6V1A",0,0.639925091871824,0.52,0.086,0,"Mono","ATP6V1A"
"PRKCD",0,0.639575571305349,0.527,0.069,0,"Mono","PRKCD"
"WASHC4",0,0.639299595549614,0.613,0.201,0,"Mono","WASHC4"
"GDI2",0,0.639025834267341,0.795,0.448,0,"Mono","GDI2"
"EIF4EBP1",0,0.638642315524158,0.534,0.087,0,"Mono","EIF4EBP1"
"BAZ2B",0,0.63583741666145,0.578,0.192,0,"Mono","BAZ2B"
"EFHD2",0,0.635267080061753,0.948,0.474,0,"Mono","EFHD2"
"NADK",0,0.635249877593832,0.531,0.093,0,"Mono","NADK"
"WAS",0,0.634341193087563,0.785,0.434,0,"Mono","WAS"
"METRNL",0,0.633518970297947,0.617,0.185,0,"Mono","METRNL"
"USP3",0,0.632845828725781,0.72,0.362,0,"Mono","USP3"
"FMNL1",0,0.632273246723066,0.85,0.531,0,"Mono","FMNL1"
"CAPNS1",0,0.631756188904739,0.807,0.437,0,"Mono","CAPNS1"
"MAP3K3",0,0.629863883599174,0.566,0.148,0,"Mono","MAP3K3"
"CLIC1",0,0.629595248429253,0.98,0.739,0,"Mono","CLIC1"
"ATP6V1F",0,0.628268161753441,0.8,0.475,0,"Mono","ATP6V1F"
"SH2B3",0,0.62683540963105,0.507,0.073,0,"Mono","SH2B3"
"MYO1G",0,0.622980637163715,0.744,0.404,0,"Mono","MYO1G"
"PLD3",0,0.62295806121362,0.531,0.144,0,"Mono","PLD3"
"CLTA",0,0.622421525953177,0.758,0.379,0,"Mono","CLTA"
"NCKAP1L",0,0.620794587558097,0.702,0.326,0,"Mono","NCKAP1L"
"PTTG1IP",0,0.620593904017774,0.585,0.163,0,"Mono","PTTG1IP"
"ARAP1",0,0.619304419795098,0.526,0.087,0,"Mono","ARAP1"
"ELOB",0,0.619212722302865,0.961,0.805,0,"Mono","ELOB"
"SPTLC2",0,0.617884999459927,0.55,0.142,0,"Mono","SPTLC2"
"MOB1A",0,0.617578482048022,0.829,0.499,0,"Mono","MOB1A"
"GABARAP",0,0.615621989147995,0.574,0.16,0,"Mono","GABARAP"
"CTSA",0,0.615001046208728,0.616,0.163,0,"Mono","CTSA"
"DAZAP2",0,0.614668635089398,0.911,0.679,0,"Mono","DAZAP2"
"RNASET2",0,0.613504907116238,0.852,0.576,0,"Mono","RNASET2"
"METTL7A",0,0.613238750874212,0.507,0.084,0,"Mono","METTL7A"
"JAK2",0,0.611163652528706,0.512,0.104,0,"Mono","JAK2"
"MFSD1",0,0.610703150838487,0.545,0.106,0,"Mono","MFSD1"
"YWHAE",0,0.609584755939003,0.723,0.332,0,"Mono","YWHAE"
"SNX27",0,0.608402825059191,0.529,0.111,0,"Mono","SNX27"
"RBPJ",0,0.607233244875724,0.647,0.271,0,"Mono","RBPJ"
"DDX3X",0,0.606543151456893,0.827,0.584,0,"Mono","DDX3X"
"HEXB",0,0.605098302478019,0.513,0.097,0,"Mono","HEXB"
"SAT2",0,0.604980383081432,0.634,0.259,0,"Mono","SAT2"
"PDXK",0,0.604945721987919,0.528,0.113,0,"Mono","PDXK"
"EMP3",0,0.603953046957723,0.987,0.881,0,"Mono","EMP3"
"CSGALNACT2",0,0.60290650614806,0.596,0.217,0,"Mono","CSGALNACT2"
"FAM45A",0,0.600887506234416,0.535,0.123,0,"Mono","FAM45A"
"ATP11A",0,0.600571925202019,0.512,0.088,0,"Mono","ATP11A"
"DOCK2",0,0.599986985688779,0.753,0.411,0,"Mono","DOCK2"
"COL4A3BP",0,0.594995289006099,0.581,0.196,0,"Mono","COL4A3BP"
"HOOK3",0,0.594383573224971,0.648,0.278,0,"Mono","HOOK3"
"OS9",0,0.594346144203351,0.637,0.25,0,"Mono","OS9"
"ATP5MPL",0,0.591510826273423,0.933,0.732,0,"Mono","ATP5MPL"
"MAP3K1",0,0.58964986160264,0.646,0.289,0,"Mono","MAP3K1"
"HM13",0,0.588969314544948,0.612,0.213,0,"Mono","HM13"
"CCPG1",0,0.586574383262469,0.585,0.192,0,"Mono","CCPG1"
"SNX2",0,0.584723080852347,0.693,0.292,0,"Mono","SNX2"
"CAT",0,0.583958730071297,0.576,0.172,0,"Mono","CAT"
"FAR1",0,0.583892353420339,0.516,0.122,0,"Mono","FAR1"
"PRKAG2",0,0.583677377971388,0.605,0.263,0,"Mono","PRKAG2"
"RIN3",0,0.583274538149003,0.611,0.207,0,"Mono","RIN3"
"SYNGR2",0,0.578567906076441,0.615,0.225,0,"Mono","SYNGR2"
"MEF2C",0,0.578187915551618,0.664,0.176,0,"Mono","MEF2C"
"PGAM1",0,0.577763670998183,0.709,0.361,0,"Mono","PGAM1"
"PABPC1",0,0.577699155264997,0.998,0.973,0,"Mono","PABPC1"
"HSD17B11",0,0.577595374963592,0.648,0.293,0,"Mono","HSD17B11"
"CAP1",0,0.575582891231069,0.907,0.654,0,"Mono","CAP1"
"LEPROT",0,0.575086304535297,0.602,0.192,0,"Mono","LEPROT"
"AGFG1",0,0.574687379355407,0.527,0.167,0,"Mono","AGFG1"
"MT-ND2",0,0.574312861849802,1,1,0,"Mono","MT-ND2"
"HIPK3",0,0.573618143685142,0.564,0.185,0,"Mono","HIPK3"
"GRK2",0,0.570818658223445,0.752,0.426,0,"Mono","GRK2"
"FOSL2",0,0.569337260492894,0.533,0.16,0,"Mono","FOSL2"
"PCBP1",0,0.563857639020174,0.94,0.76,0,"Mono","PCBP1"
"RAB5IF",0,0.562072542923344,0.65,0.268,0,"Mono","RAB5IF"
"LAMTOR1",0,0.561649996268224,0.775,0.452,0,"Mono","LAMTOR1"
"DIAPH2",0,0.560105904101552,0.518,0.155,0,"Mono","DIAPH2"
"NAPRT",0,0.55984990877988,0.5,0.101,0,"Mono","NAPRT"
"RGS19",0,0.559695150641811,0.638,0.289,0,"Mono","RGS19"
"SQSTM1",0,0.559604572363718,0.724,0.415,0,"Mono","SQSTM1"
"VAMP8",0,0.559563969819954,0.876,0.649,0,"Mono","VAMP8"
"PTEN",0,0.557698822911242,0.686,0.355,0,"Mono","PTEN"
"MX2",0,0.555767007073173,0.503,0.22,0,"Mono","MX2"
"PARVG",0,0.554373789222563,0.627,0.249,0,"Mono","PARVG"
"TPI1",0,0.553357235358117,0.845,0.543,0,"Mono","TPI1"
"AGTPBP1",0,0.552482069341252,0.57,0.216,0,"Mono","AGTPBP1"
"PLP2",0,0.546798642527699,0.667,0.362,0,"Mono","PLP2"
"STX10",0,0.545888693117989,0.585,0.205,0,"Mono","STX10"
"SEC14L1",0,0.545325772249762,0.558,0.196,0,"Mono","SEC14L1"
"SPG21",0,0.544611061868947,0.521,0.136,0,"Mono","SPG21"
"FLNA",0,0.542227414988095,0.906,0.588,0,"Mono","FLNA"
"BLOC1S1",0,0.540937909298421,0.797,0.52,0,"Mono","BLOC1S1"
"ATP5F1E",0,0.540025322794666,1,0.996,0,"Mono","ATP5F1E"
"NBPF19",0,0.53980684507503,0.559,0.236,0,"Mono","NBPF19"
"ASAP1",0,0.538409232660142,0.543,0.176,0,"Mono","ASAP1"
"LAT2",0,0.537095925946781,0.519,0.13,0,"Mono","LAT2"
"CMIP",0,0.534851208956835,0.589,0.212,0,"Mono","CMIP"
"TM9SF2",0,0.532330815023605,0.596,0.229,0,"Mono","TM9SF2"
"CTNNB1",0,0.531172214254317,0.568,0.265,0,"Mono","CTNNB1"
"PLCB2",0,0.528501948074875,0.51,0.14,0,"Mono","PLCB2"
"HEBP2",0,0.527414572698037,0.655,0.36,0,"Mono","HEBP2"
"STAT2",0,0.525707602447326,0.503,0.17,0,"Mono","STAT2"
"ZBTB7A",0,0.525121919377192,0.69,0.4,0,"Mono","ZBTB7A"
"SHKBP1",0,0.525091294107371,0.552,0.182,0,"Mono","SHKBP1"
"PRDX3",0,0.524549743140927,0.536,0.159,0,"Mono","PRDX3"
"DNAJA1",0,0.524145782302203,0.697,0.435,0,"Mono","DNAJA1"
"REEP5",0,0.523572668627667,0.7,0.358,0,"Mono","REEP5"
"ENO1",0,0.522755193957755,0.901,0.682,0,"Mono","ENO1"
"UBE2J1",0,0.517923906076658,0.562,0.235,0,"Mono","UBE2J1"
"MYO9B",0,0.51754148164816,0.61,0.269,0,"Mono","MYO9B"
"CFLAR",0,0.515109998978757,0.771,0.571,0,"Mono","CFLAR"
"CAPZA1",0,0.514519888035167,0.809,0.524,0,"Mono","CAPZA1"
"ID2",0,0.514130815058884,0.79,0.554,0,"Mono","ID2"
"ATOX1",0,0.513079234951408,0.555,0.198,0,"Mono","ATOX1"
"MED13L",0,0.511091205930529,0.598,0.262,0,"Mono","MED13L"
"RAB5C",0,0.509594227502181,0.657,0.317,0,"Mono","RAB5C"
"MICU1",0,0.507970199011054,0.51,0.169,0,"Mono","MICU1"
"HACD4",0,0.506022847622467,0.56,0.198,0,"Mono","HACD4"
"PRKAR1A",0,0.502584137258612,0.687,0.368,0,"Mono","PRKAR1A"
"CLTC",0,0.501987167984162,0.563,0.218,0,"Mono","CLTC"
"BNIP2",0,0.499599222906365,0.662,0.348,0,"Mono","BNIP2"
"ENY2",0,0.497820784248609,0.705,0.4,0,"Mono","ENY2"
"TPM3",0,0.496649499059998,0.985,0.885,0,"Mono","TPM3"
"DOCK8",0,0.495317624454313,0.768,0.511,0,"Mono","DOCK8"
"FERMT3",0,0.494423498282772,0.693,0.339,0,"Mono","FERMT3"
"HLA-DPB1",0,0.492915876071887,0.825,0.518,0,"Mono","HLA-DPB1"
"JARID2",0,0.489826481771606,0.517,0.209,0,"Mono","JARID2"
"TMBIM4",0,0.489518836786904,0.784,0.524,0,"Mono","TMBIM4"
"EIF4E2",0,0.48331301397019,0.545,0.199,0,"Mono","EIF4E2"
"UQCRC1",0,0.483049687283945,0.531,0.182,0,"Mono","UQCRC1"
"SMAP2",0,0.481718413910314,0.887,0.706,0,"Mono","SMAP2"
"CHMP4B",0,0.480470398660689,0.626,0.323,0,"Mono","CHMP4B"
"PLEKHB2",0,0.4757094860236,0.508,0.173,0,"Mono","PLEKHB2"
"CYB5R4",0,0.473209429974606,0.504,0.169,0,"Mono","CYB5R4"
"POLE4",0,0.472433671131898,0.595,0.286,0,"Mono","POLE4"
"ADPGK",0,0.472112352419168,0.521,0.189,0,"Mono","ADPGK"
"OGFR",0,0.471296226215144,0.551,0.223,0,"Mono","OGFR"
"LAMTOR2",0,0.469662894263465,0.606,0.281,0,"Mono","LAMTOR2"
"ADAM10",0,0.467549702705303,0.625,0.309,0,"Mono","ADAM10"
"ANKRD13D",0,0.464626415064655,0.579,0.307,0,"Mono","ANKRD13D"
"HCLS1",0,0.460531705238857,0.848,0.628,0,"Mono","HCLS1"
"SUPT4H1",0,0.460490591246338,0.631,0.313,0,"Mono","SUPT4H1"
"STAT1",0,0.460093811788777,0.557,0.33,0,"Mono","STAT1"
"ADGRE5",0,0.45937235677711,0.656,0.385,0,"Mono","ADGRE5"
"FLII",0,0.459304507481906,0.512,0.18,0,"Mono","FLII"
"TRIM38",0,0.458712616518232,0.671,0.398,0,"Mono","TRIM38"
"STAT6",0,0.458355526826866,0.55,0.23,0,"Mono","STAT6"
"VPS35",0,0.457578386814707,0.609,0.317,0,"Mono","VPS35"
"TMEM165",0,0.457251693444985,0.573,0.26,0,"Mono","TMEM165"
"CANX",0,0.456694952436278,0.722,0.457,0,"Mono","CANX"
"CHMP2A",0,0.456456550415107,0.67,0.372,0,"Mono","CHMP2A"
"GPX4",0,0.45575807187525,0.889,0.7,0,"Mono","GPX4"
"BST2",0,0.455111411303098,0.743,0.47,0,"Mono","BST2"
"TXNDC17",0,0.454431642140956,0.53,0.19,0,"Mono","TXNDC17"
"PSMB3",0,0.453896878428498,0.738,0.459,0,"Mono","PSMB3"
"XRN2",0,0.451846782219716,0.75,0.504,0,"Mono","XRN2"
"MSN",0,0.451427650828509,0.951,0.751,0,"Mono","MSN"
"NDUFB1",0,0.450061162716678,0.79,0.553,0,"Mono","NDUFB1"
"MEF2A",0,0.448741748972518,0.516,0.204,0,"Mono","MEF2A"
"LPGAT1",0,0.448698417575291,0.555,0.243,0,"Mono","LPGAT1"
"UBE2D3",0,0.447915931200838,0.903,0.733,0,"Mono","UBE2D3"
"GNB1",0,0.445260015621943,0.726,0.45,0,"Mono","GNB1"
"IQSEC1",0,0.445044155213197,0.52,0.214,0,"Mono","IQSEC1"
"TACC1",0,0.443133913217054,0.589,0.29,0,"Mono","TACC1"
"DDX21",0,0.442943969312495,0.76,0.565,0,"Mono","DDX21"
"CELF1",0,0.442669185299631,0.586,0.315,0,"Mono","CELF1"
"CD46",0,0.442290209488291,0.673,0.412,0,"Mono","CD46"
"NARS",0,0.441541783227682,0.578,0.292,0,"Mono","NARS"
"PARP14",0,0.440099765169759,0.603,0.391,0,"Mono","PARP14"
"HDGF",0,0.439774234483773,0.553,0.254,0,"Mono","HDGF"
"CALCOCO2",0,0.438698407495451,0.592,0.294,0,"Mono","CALCOCO2"
"GBP2",0,0.433610931372737,0.519,0.304,0,"Mono","GBP2"
"TMBIM6",0,0.433153326922475,0.914,0.725,0,"Mono","TMBIM6"
"ATP1B3",0,0.432936581159344,0.542,0.253,0,"Mono","ATP1B3"
"CTSC",0,0.431835324038586,0.69,0.414,0,"Mono","CTSC"
"ITM2B",0,0.429538694825294,0.996,0.96,0,"Mono","ITM2B"
"RAB7A",0,0.429379311968092,0.634,0.335,0,"Mono","RAB7A"
"TAOK1",0,0.429059273119404,0.531,0.236,0,"Mono","TAOK1"
"COX8A",0,0.426572414388367,0.896,0.703,0,"Mono","COX8A"
"PSMA4",0,0.426229490077637,0.689,0.427,0,"Mono","PSMA4"
"JPT1",0,0.425300755810139,0.566,0.305,0,"Mono","JPT1"
"HADHB",0,0.424213587370337,0.507,0.203,0,"Mono","HADHB"
"CHMP1B",0,0.42413563119952,0.501,0.23,0,"Mono","CHMP1B"
"COPA",0,0.423417068717159,0.54,0.249,0,"Mono","COPA"
"XAF1",0,0.423118221088831,0.563,0.365,0,"Mono","XAF1"
"FAM200B",0,0.421778101003762,0.507,0.233,0,"Mono","FAM200B"
"PDCD6IP",0,0.420865722973965,0.568,0.275,0,"Mono","PDCD6IP"
"ANP32A",0,0.417906387621672,0.746,0.502,0,"Mono","ANP32A"
"RASSF3",0,0.417846131993024,0.511,0.223,0,"Mono","RASSF3"
"COX5B",0,0.416888252385692,0.918,0.772,0,"Mono","COX5B"
"EIF4A1",0,0.413208284693318,0.639,0.4,0,"Mono","EIF4A1"
"LRPAP1",0,0.411468655429001,0.616,0.342,0,"Mono","LRPAP1"
"PRDX1",0,0.410783626788711,0.692,0.447,0,"Mono","PRDX1"
"EP300",0,0.407903597589459,0.576,0.3,0,"Mono","EP300"
"HDLBP",0,0.4078678607161,0.502,0.21,0,"Mono","HDLBP"
"RAB27A",0,0.40719429236282,0.523,0.257,0,"Mono","RAB27A"
"NIN",0,0.406076518962991,0.6,0.336,0,"Mono","NIN"
"CHCHD10",0,0.403184525635802,0.633,0.398,0,"Mono","CHCHD10"
"TANK",0,0.40193260774508,0.512,0.229,0,"Mono","TANK"
"ATP5F1B",0,0.400334311178844,0.719,0.48,0,"Mono","ATP5F1B"
"RIOK3",0,0.399800257019173,0.627,0.343,0,"Mono","RIOK3"
"ARPC4",0,0.399512549635572,0.77,0.522,0,"Mono","ARPC4"
"PTBP3",0,0.398900876611944,0.681,0.431,0,"Mono","PTBP3"
"SLC25A6",0,0.398453104731675,0.976,0.919,0,"Mono","SLC25A6"
"DOK2",0,0.398211269036931,0.624,0.34,0,"Mono","DOK2"
"HADHA",0,0.39688224657963,0.728,0.492,0,"Mono","HADHA"
"STMP1",0,0.396812518663332,0.638,0.362,0,"Mono","STMP1"
"CLIP1",0,0.394557094875576,0.539,0.264,0,"Mono","CLIP1"
"VPS29",0,0.393477042437051,0.611,0.352,0,"Mono","VPS29"
"SSR1",0,0.392713870094006,0.589,0.317,0,"Mono","SSR1"
"RNF181",0,0.392534707545521,0.562,0.281,0,"Mono","RNF181"
"NMI",0,0.392107114416417,0.514,0.245,0,"Mono","NMI"
"SSR3",0,0.391018823121601,0.624,0.342,0,"Mono","SSR3"
"DYNLL1",0,0.390331315800183,0.742,0.487,0,"Mono","DYNLL1"
"ACAA1",0,0.388921428201123,0.517,0.245,0,"Mono","ACAA1"
"SPAG9",0,0.387387519271693,0.524,0.278,0,"Mono","SPAG9"
"GMFG",0,0.386279349171637,0.973,0.895,0,"Mono","GMFG"
"DCP2",0,0.385943171184859,0.544,0.283,0,"Mono","DCP2"
"SSH2",0,0.385787139391457,0.529,0.267,0,"Mono","SSH2"
"SERF2",0,0.384028714219682,0.999,0.989,0,"Mono","SERF2"
"CCDC69",0,0.38149233674392,0.599,0.346,0,"Mono","CCDC69"
"TMSB10",0,0.380740717090703,1,1,0,"Mono","TMSB10"
"SERPINB6",0,0.380685036764462,0.585,0.293,0,"Mono","SERPINB6"
"TUT7",0,0.379788512473701,0.513,0.262,0,"Mono","TUT7"
"CKLF",0,0.379239478064013,0.611,0.364,0,"Mono","CKLF"
"SNAP23",0,0.377642566086421,0.541,0.257,0,"Mono","SNAP23"
"TLE4",0,0.372667909314879,0.622,0.393,0,"Mono","TLE4"
"NFE2L2",0,0.370675115717714,0.554,0.315,0,"Mono","NFE2L2"
"CDV3",0,0.369524890297465,0.837,0.657,0,"Mono","CDV3"
"SLC25A5",0,0.369289760737646,0.795,0.606,0,"Mono","SLC25A5"
"PAK2",0,0.369168138602201,0.828,0.655,0,"Mono","PAK2"
"SNX3",0,0.368206023073654,0.771,0.52,0,"Mono","SNX3"
"LYPLA1",0,0.367387086829602,0.508,0.244,0,"Mono","LYPLA1"
"PTPN18",0,0.367370889323335,0.569,0.265,0,"Mono","PTPN18"
"RGS18",0,0.367234977942131,0.532,0.055,0,"Mono","RGS18"
"PIAS1",0,0.366447815660325,0.556,0.318,0,"Mono","PIAS1"
"H2AFJ",0,0.366305634188937,0.532,0.257,0,"Mono","H2AFJ"
"PPP1CB",0,0.364060827613318,0.687,0.461,0,"Mono","PPP1CB"
"COX6B1",0,0.363791082853777,0.95,0.838,0,"Mono","COX6B1"
"MAPK1",0,0.361845269877438,0.561,0.29,0,"Mono","MAPK1"
"EIF4G2",0,0.361373257211363,0.831,0.647,0,"Mono","EIF4G2"
"TSPAN14",0,0.360241050716669,0.539,0.301,0,"Mono","TSPAN14"
"STX7",0,0.35942183395504,0.546,0.23,0,"Mono","STX7"
"ARPC2",0,0.359280498250218,0.993,0.927,0,"Mono","ARPC2"
"CASP4",0,0.359272114684681,0.639,0.404,0,"Mono","CASP4"
"KMT2C",0,0.358065022919472,0.647,0.419,0,"Mono","KMT2C"
"UPP1",0,0.35790259570866,0.517,0.268,0,"Mono","UPP1"
"MTPN",0,0.35764883221373,0.866,0.658,0,"Mono","MTPN"
"SH3GLB1",0,0.357589851598816,0.627,0.375,0,"Mono","SH3GLB1"
"EIF3A",0,0.357271251484304,0.802,0.619,0,"Mono","EIF3A"
"TGOLN2",0,0.355430783092635,0.787,0.595,0,"Mono","TGOLN2"
"ATF4",0,0.35532197101099,0.631,0.399,0,"Mono","ATF4"
"PKN2",0,0.354214667322654,0.546,0.321,0,"Mono","PKN2"
"ARF5",0,0.352022809271005,0.512,0.254,0,"Mono","ARF5"
"ERP44",0,0.351489515751703,0.521,0.267,0,"Mono","ERP44"
"EIF1",0,0.350672492619247,1,0.999,0,"Mono","EIF1"
"JMJD1C",0,0.348901150574539,0.646,0.433,0,"Mono","JMJD1C"
"HIGD2A",0,0.347192661837503,0.805,0.623,0,"Mono","HIGD2A"
"PPP4C",0,0.345281337322463,0.533,0.277,0,"Mono","PPP4C"
"VAPA",0,0.345212320821722,0.715,0.507,0,"Mono","VAPA"
"LAMP1",0,0.34468928117825,0.54,0.298,0,"Mono","LAMP1"
"RAB8A",0,0.342997720498123,0.606,0.374,0,"Mono","RAB8A"
"NDUFB5",0,0.341214517284241,0.558,0.316,0,"Mono","NDUFB5"
"BAZ1A",0,0.341168046694693,0.637,0.429,0,"Mono","BAZ1A"
"COX7B",0,0.339694587708197,0.806,0.646,0,"Mono","COX7B"
"ATP5MC2",0,0.339388371845495,0.981,0.922,0,"Mono","ATP5MC2"
"CAPN2",0,0.337961205501719,0.602,0.347,0,"Mono","CAPN2"
"MYL6",0,0.336798620227085,0.998,0.965,0,"Mono","MYL6"
"ATP6V0E1",0,0.336505554814786,0.905,0.758,0,"Mono","ATP6V0E1"
"M6PR",0,0.335616335462454,0.643,0.428,0,"Mono","M6PR"
"TMEM14C",0,0.335053378075988,0.511,0.263,0,"Mono","TMEM14C"
"TIMM8B",0,0.333396143515205,0.505,0.253,0,"Mono","TIMM8B"
"TWF2",0,0.332714024909831,0.531,0.285,0,"Mono","TWF2"
"IDH3G",0,0.332641763499359,0.505,0.26,0,"Mono","IDH3G"
"COPE",0,0.332638371884313,0.742,0.528,0,"Mono","COPE"
"HERPUD1",0,0.332565042337035,0.61,0.373,0,"Mono","HERPUD1"
"TUBGCP2",0,0.331996149936425,0.511,0.275,0,"Mono","TUBGCP2"
"RAP1A",0,0.331346457819158,0.707,0.499,0,"Mono","RAP1A"
"TMSB4X",0,0.329758537713031,1,1,0,"Mono","TMSB4X"
"CSK",0,0.327072237167206,0.612,0.403,0,"Mono","CSK"
"TXN",0,0.327062396574628,0.678,0.427,0,"Mono","TXN"
"LSM6",0,0.32635944092155,0.545,0.332,0,"Mono","LSM6"
"TMEM219",0,0.325690585265641,0.61,0.381,0,"Mono","TMEM219"
"PRKCB",0,0.324180773107639,0.743,0.502,0,"Mono","PRKCB"
"RNF166",0,0.323707437528862,0.565,0.321,0,"Mono","RNF166"
"GNAI3",0,0.32248362858512,0.518,0.286,0,"Mono","GNAI3"
"IFI27L2",0,0.321089781008275,0.541,0.302,0,"Mono","IFI27L2"
"DNAJC7",0,0.320931934290594,0.646,0.43,0,"Mono","DNAJC7"
"RRBP1",0,0.320931561216038,0.503,0.23,0,"Mono","RRBP1"
"MT-ND4",0,0.31980812550808,1,1,0,"Mono","MT-ND4"
"SLIRP",0,0.319603204393677,0.54,0.307,0,"Mono","SLIRP"
